,index,t_dni,max_temp,rh,pres,max_ghi,Date,max_wind_spd,precip_gpm,clouds,max_dhi,max_temp_ts,max_wind_spd_ts,ts,max_dni,max_wind_dir,max_uv,dewpt,revision_status,solar_rad,dni,min_temp,t_solar_rad,precip,wind_spd,wind_gust_spd,ghi,dhi,wind_dir,temp,t_dhi,slp,t_ghi,snow_depth,min_temp_ts,snow
0,0,4576,-25.9,71,970,319,2022-01-01,3.6,0.0,45,80,1641067200,1641016800,1641016800,706,291,1.8,-32.9,final,69,191,-31.9,1646,0.0,2.4,5.6,69,21,291,-29.3,513,1029,1661,377.0,1641045600,0.0
1,1,4592,-17.0,72,968,320,2022-01-02,4.4,0.0,24,80,1641153600,1641160800,1641103200,708,203,1.8,-27.5,final,70,191,-30.4,1671,0.0,3.4,7.2,70,21,203,-23.9,514,1026,1673,364.0,1641132000,0.0
2,2,4609,-9.3,77,965,322,2022-01-03,4.0,0.0,53,80,1641236400,1641214800,1641189600,709,192,1.4,-15.7,final,58,192,-17.0,1400,0.0,2.9,6.8,70,22,192,-12.5,516,1020,1685,352.0,1641200400,0.0
3,3,4627,-7.0,84,954,323,2022-01-04,6.4,2.5,100,81,1641333600,1641304800,1641276000,710,114,0.6000000000000001,-12.6,final,14,193,-13.0,333,2.5,4.6,11.2,71,22,114,-10.4,518,1008,1698,338.0,1641283200,72.5
4,4,4646,-10.4,76,963,325,2022-01-05,8.0,5.0,100,81,1641362400,1641387600,1641362400,711,341,0.6000000000000001,-20.0,final,18,194,-23.3,428,5.0,6.5,13.2,71,22,341,-16.8,521,1019,1712,336.0,1641445200,150.0
5,5,4666,-24.1,71,973,327,2022-01-06,5.6,0.0,83,81,1641502800,1641456000,1641448800,713,309,1.2,-30.6,final,42,194,-30.0,1017,0.0,3.9,9.2,72,22,309,-27.0,523,1032,1728,377.0,1641531600,0.0
6,6,4687,-12.6,72,965,329,2022-01-07,8.8,0.5,67,81,1641618000,1641614400,1641535200,714,173,0.8,-27.3,final,28,195,-32.2,668,0.5,4.6,14.8,73,22,173,-23.7,525,1023,1744,366.0,1641560400,15.0
7,7,4709,-5.9,74,956,332,2022-01-08,8.4,0.0,58,81,1641668400,1641621600,1641621600,716,237,1.4,-15.2,final,57,196,-19.6,1363,0.0,6.7,14.4,73,22,237,-11.5,528,1011,1761,360.0,1641704400,0.0
8,8,4732,-20.4,66,978,334,2022-01-09,8.0,0.0,22,82,1641758400,1641758400,1641708000,718,289,1.9,-27.1,final,74,197,-24.4,1779,0.0,4.9,13.6,74,22,289,-22.5,530,1036,1779,347.0,1641787200,0.0
9,9,4756,-17.8,62,981,336,2022-01-10,5.2,0.0,13,82,1641866400,1641798000,1641794400,719,249,1.9,-28.1,final,75,198,-26.3,1789,0.0,2.8,7.6,75,22,249,-22.7,533,1039,1798,338.0,1641819600,0.0
10,10,4780,-0.4,70,962,339,2022-01-11,6.4,0.0,40,82,1641931200,1641924000,1641880800,721,232,1.8,-12.9,final,68,199,-17.8,1620,0.0,4.8,11.2,76,22,232,-8.4,536,1016,1817,366.0,1641880800,0.0
11,11,4805,-0.7000000000000001,84,963,342,2022-01-12,3.6,0.0,66,83,1642017600,1641967200,1641967200,723,167,1.4,-5.5,final,41,200,-5.6,989,0.0,2.2,5.2,77,22,167,-3.1,539,1016,1838,355.0,1642042800,0.0
12,12,4831,-3.0,83,966,345,2022-01-13,5.6,0.0,73,83,1642100400,1642089600,1642053600,725,225,0.6000000000000001,-7.5,final,17,201,-8.9,419,0.0,4.1,8.4,77,23,225,-5.1,542,1020,1860,347.0,1642136400,0.0
