,index,t_dni,max_temp,rh,pres,max_ghi,Date,max_wind_spd,precip_gpm,clouds,max_dhi,max_temp_ts,max_wind_spd_ts,ts,max_dni,max_wind_dir,max_uv,dewpt,revision_status,solar_rad,dni,min_temp,t_solar_rad,precip,wind_spd,wind_gust_spd,ghi,dhi,wind_dir,temp,t_dhi,slp,t_ghi,snow_depth,min_temp_ts,snow
0,0,4505,-23.3,81,968,311,2022-01-01,4.0,0.0,0,79,1641070800,1641081600,1641016800,700,288,1.8,-33.3,final,67,188,-36.1,1608,0.0,1.7000000000000002,5.2,67,21,288,-31.0,504,1026,1608,353.0,1641042000,0.0
1,1,4522,-18.3,78,966,312,2022-01-02,5.8,0.0,5,79,1641160800,1641171600,1641103200,702,190,1.8,-29.7,final,65,188,-36.7,1570,0.0,2.7,7.2,67,21,190,-26.9,506,1024,1619,340.0,1641128400,0.0
2,2,4540,-7.8,80,963,314,2022-01-03,4.5,0.0,14,80,1641240000,1641218400,1641189600,703,177,1.4,-17.2,final,56,189,-22.2,1346,0.0,2.5,7.2,68,21,177,-14.5,508,1019,1631,330.0,1641196800,0.0
3,3,4559,-6.7,84,952,315,2022-01-04,7.6,2.0,63,80,1641326400,1641358800,1641276000,704,65,0.6000000000000001,-13.6,final,15,190,-15.6,365,2.0,4.0,9.8,69,21,65,-11.4,510,1007,1644,318.0,1641276000,60.0
4,4,4578,-11.1,73,960,317,2022-01-05,11.2,5.0,98,80,1641362400,1641394800,1641362400,706,313,0.6000000000000001,-21.2,final,17,191,-24.4,415,5.0,7.0,13.3,69,21,313,-17.6,512,1016,1658,310.0,1641445200,150.0
5,5,4599,-22.2,73,970,319,2022-01-06,6.3,0.0,20,80,1641499200,1641492000,1641448800,707,319,0.6000000000000001,-30.8,final,20,192,-33.3,475,0.0,3.6,8.0,70,21,319,-27.4,515,1028,1674,320.0,1641524400,0.0
6,6,4621,-16.1,79,963,321,2022-01-07,11.2,0.0,47,80,1641618000,1641610800,1641535200,709,174,1.3,-29.6,final,35,193,-37.8,837,0.0,4.6,13.9,70,22,174,-26.9,517,1021,1690,313.0,1641560400,0.0
7,7,4644,-6.1,86,954,324,2022-01-08,11.6,0.0,73,81,1641672000,1641693600,1641621600,710,231,1.5,-16.9,final,60,193,-21.4,1428,0.0,7.4,14.8,71,22,231,-15.0,520,1009,1707,310.0,1641704400,0.0
8,8,4668,-21.1,68,975,326,2022-01-09,8.9,0.0,8,81,1641754800,1641708000,1641708000,712,293,1.8,-28.9,final,71,194,-28.9,1714,0.0,5.2,12.8,72,22,293,-24.7,522,1032,1725,301.0,1641783600,0.0
9,9,4692,-18.3,68,978,328,2022-01-10,5.8,0.0,18,81,1641859200,1641877200,1641794400,714,246,1.8,-29.2,final,72,196,-32.8,1718,0.0,2.8,7.2,73,22,246,-24.9,525,1036,1744,295.0,1641808800,0.0
10,10,4717,-1.7000000000000002,73,959,331,2022-01-11,9.8,0.0,2,81,1641931200,1641938400,1641880800,716,224,1.6,-14.8,final,57,197,-19.4,1367,0.0,4.8,12.9,73,22,224,-10.9,528,1014,1763,397.0,1641880800,0.0
11,11,4743,-1.7000000000000002,84,960,334,2022-01-12,4.5,0.5,93,82,1642017600,1642050000,1641967200,718,185,1.5,-6.2,final,46,198,-6.7,1113,0.5,1.6,5.6,74,22,185,-3.9,531,1014,1784,387.0,1641985200,10.0
12,12,4770,-2.2,80,964,337,2022-01-13,8.9,1.0,74,82,1642078800,1642082400,1642053600,720,185,0.6000000000000001,-8.4,final,19,199,-12.2,445,1.0,3.9,12.4,75,22,185,-5.5,534,1018,1806,380.0,1642136400,20.0
13,13,4798,-9.4,75,973,340,2022-01-14,7.2,2.0,71,82,1642190400,1642179600,1642140000,722,66,0.6000000000000001,-15.7,final,19,200,-19.6,457,2.0,3.6,9.6,76,22,66,-12.2,538,1029,1828,372.0,1642222800,60.0
14,14,4826,-11.7,72,973,343,2022-01-15,8.1,0.0,13,83,1642309200,1642294800,1642226400,724,200,1.8,-22.6,final,54,201,-28.3,1300,0.0,4.2,10.4,77,23,200,-18.7,541,1030,1852,369.0,1642255200,0.0
