,index,t_dni,max_temp,rh,pres,max_ghi,Date,max_wind_spd,precip_gpm,clouds,max_dhi,max_temp_ts,max_wind_spd_ts,ts,max_dni,max_wind_dir,max_uv,dewpt,revision_status,solar_rad,dni,min_temp,t_solar_rad,precip,wind_spd,wind_gust_spd,ghi,dhi,wind_dir,temp,t_dhi,slp,t_ghi,snow_depth,min_temp_ts,snow
0,0,4576,-26.0,69,971,319,2022-01-01,2.4,0.0,3,80,1641067200,1641016800,1641016800,706,269,1.8,-34.6,final,69,191,-36.0,1661,0.0,1.5,5.6,69,21,269,-30.8,513,1029,1662,382.0,1641045600,0.0
1,1,4592,-19.0,72,970,320,2022-01-02,3.5,0.0,0,80,1641153600,1641160800,1641103200,708,192,1.8,-30.5,final,70,191,-37.0,1669,0.0,2.3,8.0,70,21,192,-27.0,514,1027,1673,371.0,1641132000,0.0
2,2,4609,-8.0,82,966,322,2022-01-03,4.2,0.0,0,80,1641236400,1641214800,1641189600,709,187,1.5,-16.0,final,57,192,-21.0,1375,0.0,2.5,7.6,70,22,187,-13.5,516,1020,1685,360.0,1641200400,0.0
3,3,4627,-7.0,86,954,323,2022-01-04,5.4,2.0,73,81,1641333600,1641304800,1641276000,710,119,0.6000000000000001,-13.8,final,16,193,-15.0,379,2.0,4.0,11.2,71,22,119,-11.9,518,1007,1699,347.0,1641283200,60.0
4,4,4647,-12.0,76,963,325,2022-01-05,7.5,5.5,72,81,1641362400,1641387600,1641362400,711,335,0.6000000000000001,-21.3,final,18,194,-26.0,428,5.5,6.0,11.2,71,22,335,-18.0,521,1018,1713,342.0,1641445200,165.0
5,5,4667,-24.0,71,974,327,2022-01-06,5.5,0.0,1,81,1641502800,1641456000,1641448800,713,303,0.7000000000000001,-31.9,final,26,194,-33.0,628,0.0,3.7,9.2,72,22,303,-28.3,523,1031,1728,369.0,1641531600,0.0
6,6,4688,-14.0,71,966,329,2022-01-07,8.4,0.5,37,81,1641618000,1641614400,1641535200,714,167,1.0,-31.3,final,31,195,-39.0,741,0.5,4.0,11.3,73,22,167,-27.8,525,1023,1744,360.0,1641560400,15.0
7,7,4710,-6.0,77,957,332,2022-01-08,9.1,0.0,46,81,1641668400,1641621600,1641621600,716,233,1.3,-16.2,final,58,196,-22.0,1403,0.0,6.1,12.9,73,22,233,-13.1,528,1011,1761,355.0,1641704400,0.0
8,8,4732,-21.0,70,979,334,2022-01-09,5.6,0.0,5,82,1641758400,1641758400,1641708000,718,285,1.9,-28.3,final,74,197,-28.0,1778,0.0,3.8,10.8,74,22,285,-24.2,531,1035,1779,344.0,1641787200,0.0
9,9,4756,-19.0,68,981,336,2022-01-10,3.5,0.0,11,82,1641866400,1641798000,1641794400,720,238,1.9,-28.6,final,75,198,-31.0,1796,0.0,2.1,8.0,75,22,238,-24.3,533,1038,1798,336.0,1641819600,0.0
10,10,4781,-2.0,73,963,339,2022-01-11,5.6,0.0,0,82,1641931200,1641924000,1641880800,721,219,1.8,-14.1,final,64,199,-21.0,1544,0.0,3.9,11.2,76,22,219,-10.3,536,1015,1818,391.0,1641880800,0.0
11,11,4806,-3.0,90,963,342,2022-01-12,3.5,0.0,54,83,1642017600,1641967200,1641967200,723,225,1.5,-6.3,final,45,200,-8.0,1085,0.0,1.3,6.0,77,22,225,-4.8,539,1015,1839,381.0,1642042800,0.0
12,12,4832,-3.0,87,967,345,2022-01-13,4.9,0.0,86,83,1642100400,1642089600,1642053600,725,231,0.6000000000000001,-7.9,final,19,201,-12.0,465,0.0,3.6,9.6,78,23,231,-6.1,542,1019,1860,373.0,1642136400,0.0
13,13,4858,-10.0,81,975,348,2022-01-14,5.8,4.0,65,83,1642190400,1642186800,1642140000,727,58,0.6000000000000001,-15.3,final,20,202,-19.0,471,4.0,3.9,10.0,78,23,58,-12.7,545,1029,1883,366.0,1642222800,120.0
14,14,4885,-13.0,75,976,351,2022-01-15,5.9,0.0,13,83,1642276800,1642302000,1642226400,730,195,1.9,-22.0,final,60,204,-27.0,1435,0.0,3.2,11.6,79,23,195,-18.6,549,1032,1906,368.0,1642255200,0.0
15,15,4913,-2.0,76,959,355,2022-01-16,7.7,0.0,77,84,1642359600,1642363200,1642312800,732,271,0.9,-11.7,final,36,205,-13.0,864,0.0,4.3,11.2,80,23,271,-8.2,552,1012,1931,362.0,1642312800,0.0
16,16,4941,-1.0,85,959,358,2022-01-17,2.8,0.0,87,84,1642449600,1642431600,1642399200,734,206,1.5,-8.2,final,63,206,-13.0,1512,0.0,1.7000000000000002,6.8,81,23,206,-5.9,556,1011,1956,355.0,1642399200,0.0
17,17,4971,2.0,80,953,362,2022-01-18,11.2,2.5,83,85,1642528800,1642536000,1642485600,737,231,1.8,-9.9,final,55,207,-18.5,1324,2.5,6.7,16.4,83,23,231,-7.1,562,1004,1982,350.0,1642568400,52.5
18,18,5005,-19.0,72,977,366,2022-01-19,8.2,0.0,42,85,1642572000,1642582800,1642572000,739,306,1.1,-26.6,final,24,209,-27.5,572,0.0,5.7,11.8,84,24,306,-22.9,567,1034,2010,343.0,1642654800,0.0
19,19,5043,-20.0,73,983,370,2022-01-20,2.7,0.0,3,85,1642712400,1642672800,1642658400,742,220,2.0,-30.2,final,85,210,-33.0,2038,0.0,1.7000000000000002,8.4,85,24,220,-26.7,574,1041,2038,338.0,1642687200,0.0
20,20,5085,-4.0,78,967,374,2022-01-21,8.6,2.0,48,86,1642816800,1642780800,1642744800,745,203,0.6000000000000001,-17.6,final,22,212,-27.0,517,2.0,6.4,12.6,86,24,203,-14.5,581,1021,2068,335.0,1642744800,55.0
21,21,5130,-11.0,74,969,378,2022-01-22,7.2,1.0,63,86,1642831200,1642838400,1642831200,747,264,0.6000000000000001,-21.7,final,23,214,-22.5,547,1.0,3.2,11.6,87,24,264,-18.2,587,1024,2099,338.0,1642914000,30.0
22,22,5178,-17.0,79,963,383,2022-01-23,4.8,0.0,51,86,1642993200,1642975200,1642917600,750,210,0.8,-24.9,final,26,216,-31.0,619,0.0,2.4,8.4,89,25,210,-22.3,594,1018,2131,339.0,1642939200,0.0
23,23,5230,-17.0,77,963,387,2022-01-24,5.3,0.0,17,87,1643007600,1643058000,1643004000,752,267,1.5,-24.0,final,63,218,-29.0,1511,0.0,3.4,10.8,90,25,267,-21.0,601,1018,2165,343.0,1643086800,0.0
24,24,5284,-22.0,74,976,392,2022-01-25,4.5,0.0,0,87,1643140800,1643144400,1643090400,755,282,2.0,-30.3,final,67,220,-31.0,1608,0.0,2.7,9.2,92,25,282,-27.1,608,1033,2199,399.0,1643173200,0.0
25,25,5339,-2.0,76,962,396,2022-01-26,7.0,0.0,35,88,1643248800,1643212800,1643176800,758,222,1.1,-18.1,final,43,222,-32.0,1034,0.0,5.3,11.6,93,26,222,-14.9,615,1016,2234,396.0,1643180400,0.0
26,26,5397,-4.0,71,972,401,2022-01-27,7.7,0.0,37,88,1643263200,1643302800,1643263200,761,316,1.6,-17.3,final,47,225,-24.0,1134,0.0,4.5,10.8,95,26,316,-13.0,622,1026,2271,392.0,1643346000,0.0
27,27,5455,-11.0,78,974,406,2022-01-28,4.2,0.0,29,89,1643403600,1643385600,1643349600,763,233,1.9,-21.8,final,74,227,-28.0,1774,0.0,1.9,7.2,96,26,233,-18.9,628,1029,2308,386.0,1643356800,0.0
28,28,5515,-6.0,79,962,410,2022-01-29,7.1,0.0,35,89,1643482800,1643486400,1643436000,766,238,0.7000000000000001,-15.4,final,27,230,-19.0,650,0.0,3.7,10.9,98,26,238,-12.5,635,1016,2347,384.0,1643439600,0.0
29,29,5575,-10.0,80,966,415,2022-01-30,5.3,0.0,23,89,1643576400,1643522400,1643522400,769,206,0.8,-17.0,final,30,232,-21.0,732,0.0,2.4,8.8,99,27,206,-14.3,642,1020,2386,379.0,1643547600,0.0
30,30,5635,-7.0,84,955,420,2022-01-31,5.3,0.0,9,90,1643677200,1643659200,1643608800,771,135,0.8,-13.9,final,27,235,-17.0,654,0.0,3.1,9.6,101,27,135,-11.6,649,1008,2427,375.0,1643634000,0.0
