,index,t_dni,max_temp,rh,pres,max_ghi,Date,max_wind_spd,precip_gpm,clouds,max_dhi,max_temp_ts,max_wind_spd_ts,ts,max_dni,max_wind_dir,max_uv,dewpt,revision_status,solar_rad,dni,min_temp,t_solar_rad,precip,wind_spd,wind_gust_spd,ghi,dhi,wind_dir,temp,t_dhi,slp,t_ghi,snow_depth,min_temp_ts,snow
0,0,4519,-25.9,71,971,311,2022-01-01,3.6,0.0,45,79,1641067200,1641016800,1641016800,700,291,1.8,-32.9,final,67,188,-31.9,1603,0.0,2.4,5.6,67,21,291,-29.3,506,1029,1617,394.0,1641045600,0.0
1,1,4535,-17.0,72,969,312,2022-01-02,4.4,0.0,24,79,1641153600,1641178800,1641103200,701,203,1.8,-27.5,final,68,189,-30.4,1627,0.0,3.4,7.2,68,21,203,-23.9,508,1026,1628,382.0,1641114000,0.0
2,2,4552,-9.3,77,966,314,2022-01-03,4.0,0.0,53,80,1641218400,1641222000,1641189600,703,192,1.4,-15.7,final,57,190,-17.0,1369,0.0,2.9,6.8,68,21,192,-12.5,510,1020,1640,371.0,1641196800,0.0
3,3,4571,-7.0,84,955,315,2022-01-04,6.4,2.5,100,80,1641330000,1641358800,1641276000,704,114,0.6000000000000001,-12.6,final,14,190,-13.0,325,2.5,4.6,11.2,69,21,114,-10.4,512,1008,1653,358.0,1641286800,72.5
4,4,4590,-10.4,76,964,317,2022-01-05,8.0,5.0,100,80,1641366000,1641384000,1641362400,705,341,0.6000000000000001,-20.0,final,17,191,-23.3,417,5.0,6.5,13.2,69,21,341,-16.8,514,1019,1667,357.0,1641445200,150.0
5,5,4610,-24.1,71,974,319,2022-01-06,5.6,0.0,83,80,1641495600,1641448800,1641448800,707,309,1.1,-30.6,final,41,192,-30.0,986,0.0,3.9,9.2,70,22,309,-27.0,516,1032,1683,385.0,1641531600,0.0
6,6,4631,-12.6,72,966,321,2022-01-07,8.8,0.5,67,80,1641618000,1641603600,1641535200,708,173,0.7000000000000001,-27.3,final,27,193,-32.2,645,0.5,4.6,14.8,71,22,173,-23.7,519,1023,1699,375.0,1641546000,15.0
7,7,4654,-5.9,74,957,324,2022-01-08,8.4,0.0,58,81,1641661200,1641625200,1641621600,710,237,1.3,-15.2,final,55,194,-19.6,1321,0.0,6.7,14.4,71,22,237,-11.5,521,1011,1715,370.0,1641704400,0.0
8,8,4677,-20.4,66,979,326,2022-01-09,8.0,0.0,22,81,1641762000,1641711600,1641708000,712,289,1.8,-27.1,final,72,195,-24.4,1733,0.0,4.9,13.6,72,22,289,-22.5,524,1036,1733,359.0,1641776400,0.0
9,9,4701,-17.8,62,982,329,2022-01-10,5.2,0.0,13,81,1641855600,1641870000,1641794400,714,249,1.8,-28.1,final,73,196,-26.3,1743,0.0,2.8,7.6,73,22,249,-22.7,527,1039,1752,350.0,1641819600,0.0
10,10,4725,-0.4,70,963,332,2022-01-11,6.4,0.0,40,82,1641952800,1641884400,1641880800,716,232,1.8,-12.9,final,66,197,-17.8,1586,0.0,4.8,11.2,74,22,232,-8.4,530,1016,1772,401.0,1641880800,0.0
11,11,4751,-0.7000000000000001,84,964,335,2022-01-12,3.6,0.0,66,82,1642024800,1642035600,1641967200,719,167,1.4,-5.5,final,40,198,-5.6,953,0.0,2.2,5.2,75,22,167,-3.1,533,1016,1793,391.0,1641988800,0.0
12,12,4777,-3.0,83,967,339,2022-01-13,5.6,0.0,73,82,1642057200,1642082400,1642053600,721,225,0.6000000000000001,-7.5,final,17,199,-8.9,410,0.0,4.1,8.4,76,22,225,-5.1,536,1020,1814,383.0,1642125600,0.0
13,13,4804,-8.9,78,975,342,2022-01-14,5.6,4.5,76,83,1642190400,1642186800,1642140000,723,66,0.6000000000000001,-14.7,final,18,200,-17.8,443,4.5,4.5,10.0,77,22,66,-11.6,539,1030,1837,376.0,1642222800,135.0
14,14,4832,-13.0,79,976,345,2022-01-15,7.2,0.0,64,83,1642309200,1642294800,1642226400,726,159,1.1,-20.1,final,48,201,-23.0,1144,0.0,4.5,12.0,78,23,159,-17.3,542,1032,1860,381.0,1642244400,0.0
15,15,4860,-1.9,79,960,349,2022-01-16,6.8,0.0,88,83,1642356000,1642370400,1642312800,728,278,0.9,-9.9,final,32,203,-13.0,770,0.0,4.9,11.2,79,23,278,-6.9,547,1012,1884,374.0,1642392000,0.0
16,16,4890,-1.1,85,959,352,2022-01-17,3.6,0.0,71,84,1642456800,1642482000,1642399200,730,225,1.4,-6.5,final,57,204,-10.0,1370,0.0,2.3,5.2,80,23,225,-4.4,552,1012,1910,367.0,1642413600,0.0
17,17,4924,0.4,83,953,356,2022-01-18,10.4,2.0,75,84,1642525200,1642561200,1642485600,733,237,1.6,-8.7,final,50,205,-17.8,1206,2.0,7.1,18.8,81,23,237,-6.2,557,1005,1936,363.0,1642568400,41.0
18,18,4962,-18.1,72,978,360,2022-01-19,8.8,0.0,89,84,1642572000,1642575600,1642572000,735,312,1.0,-24.7,final,31,207,-24.8,738,0.0,6.4,14.8,82,23,312,-21.0,563,1034,1964,356.0,1642654800,0.0
19,19,5003,-21.1,73,983,364,2022-01-20,4.8,0.0,14,85,1642712400,1642730400,1642658400,738,235,2.0,-28.2,final,82,208,-28.9,1957,0.0,2.8,8.0,83,24,235,-24.8,568,1041,1993,351.0,1642687200,0.0
20,20,5047,-3.3,76,967,368,2022-01-21,8.8,2.0,88,85,1642813200,1642813200,1642744800,741,207,0.6000000000000001,-16.7,final,21,210,-22.6,499,2.0,7.4,15.2,84,24,207,-13.4,574,1021,2023,348.0,1642744800,55.0
21,21,5092,-10.7,77,969,372,2022-01-22,8.4,0.5,97,85,1642831200,1642831200,1642831200,743,222,0.6000000000000001,-19.8,final,23,212,-21.5,544,0.5,4.0,12.8,86,24,222,-16.8,579,1025,2054,351.0,1642914000,15.0
22,22,5138,-13.0,80,963,377,2022-01-23,4.8,0.0,85,86,1643000400,1642975200,1642917600,746,230,0.7000000000000001,-22.9,final,25,214,-27.0,608,0.0,3.0,8.4,87,24,230,-20.3,585,1019,2085,352.0,1642932000,0.0
23,23,5185,-12.6,75,964,381,2022-01-24,6.0,0.0,40,86,1643004000,1643040000,1643004000,749,245,1.6,-22.3,final,65,216,-24.8,1548,0.0,4.6,10.4,88,25,245,-19.0,591,1019,2118,356.0,1643076000,0.0
24,24,5233,-22.2,74,976,386,2022-01-25,4.4,0.0,17,87,1643144400,1643133600,1643090400,751,292,1.6,-28.8,final,69,218,-27.4,1648,0.0,3.3,7.6,90,25,292,-25.5,598,1034,2152,326.0,1643173200,0.0
25,25,5283,-1.5,78,962,390,2022-01-26,8.0,0.0,80,87,1643245200,1643248800,1643176800,754,223,1.1,-16.9,final,42,220,-26.7,1007,0.0,6.0,12.8,91,25,223,-13.9,605,1016,2187,324.0,1643184000,0.0
26,26,5336,-3.0,72,972,395,2022-01-27,7.2,0.0,72,88,1643263200,1643288400,1643263200,757,326,1.5,-15.9,final,43,222,-22.6,1035,0.0,4.9,11.2,93,26,326,-11.8,612,1027,2223,323.0,1643346000,0.0
27,27,5391,-11.9,76,974,400,2022-01-28,4.0,0.0,59,88,1643407200,1643389200,1643349600,760,229,1.6,-20.2,final,69,225,-23.3,1663,0.0,2.7,6.0,94,26,229,-17.0,619,1030,2260,320.0,1643356800,0.0
28,28,5448,-7.0,77,963,404,2022-01-29,6.4,0.0,86,88,1643475600,1643493600,1643436000,762,251,0.7000000000000001,-13.7,final,26,227,-14.8,632,0.0,4.8,11.2,96,26,251,-10.5,626,1016,2298,321.0,1643443200,0.0
29,29,5506,-9.6,78,967,409,2022-01-30,5.2,0.0,88,89,1643576400,1643522400,1643522400,765,236,0.7000000000000001,-14.8,final,28,229,-13.7,679,0.0,3.3,8.8,97,26,236,-11.8,634,1021,2338,317.0,1643551200,0.0
30,30,5566,-4.4,78,955,414,2022-01-31,5.2,0.0,86,89,1643688000,1643659200,1643608800,768,157,0.7000000000000001,-11.3,final,27,232,-12.2,648,0.0,3.8,8.8,99,27,157,-8.2,641,1008,2378,314.0,1643634000,0.0
31,31,5626,-3.7,77,961,420,2022-02-01,10.8,0.0,79,90,1643702400,1643724000,1643695200,771,280,1.6,-15.6,final,83,234,-18.9,1984,0.0,8.0,18.4,101,27,280,-12.4,648,1015,2419,308.0,1643778000,0.0
32,32,5687,-19.3,72,982,425,2022-02-02,6.0,0.0,54,90,1643835600,1643781600,1643781600,774,309,1.3,-26.3,final,50,237,-26.3,1191,0.0,3.8,8.8,103,27,309,-22.6,655,1039,2461,306.0,1643864400,0.0
33,33,5748,-20.0,72,983,430,2022-02-03,4.4,0.0,41,91,1643922000,1643947200,1643868000,776,204,2.4,-27.3,final,100,239,-27.8,2399,0.0,2.4,7.2,104,28,204,-23.7,662,1041,2504,303.0,1643893200,0.0
34,34,5809,-18.1,73,977,435,2022-02-04,6.0,0.0,81,91,1643965200,1643990400,1643954400,779,264,1.8,-23.7,final,72,242,-23.0,1731,0.0,3.9,10.4,106,28,264,-20.1,669,1033,2548,301.0,1644022800,0.0
35,35,5870,-5.6,77,964,441,2022-02-05,7.6,1.5,93,91,1644102000,1644069600,1644040800,782,209,1.2,-16.5,final,37,245,-22.2,899,1.5,5.1,12.0,108,28,209,-13.3,676,1018,2592,300.0,1644040800,45.0
36,36,5930,-9.6,76,970,446,2022-02-06,6.4,0.0,88,92,1644127200,1644148800,1644127200,785,309,1.0,-18.0,final,41,247,-20.7,985,0.0,4.1,10.4,110,28,309,-14.8,683,1025,2638,300.0,1644210000,0.0
37,37,5991,-8.5,75,967,452,2022-02-07,4.4,0.0,72,92,1644267600,1644260400,1644213600,787,173,2.4,-16.5,final,91,250,-20.4,2193,0.0,3.3,7.6,112,29,173,-13.0,690,1022,2684,298.0,1644213600,0.0
38,38,6050,2.2,80,955,457,2022-02-08,7.2,1.0,69,93,1644339600,1644382800,1644300000,790,254,2.3,-5.3,final,85,252,-9.3,2031,1.0,5.7,12.8,114,29,254,-2.4,697,1006,2731,296.0,1644321600,1.0
39,39,6110,1.1,79,959,463,2022-02-09,8.8,0.0,100,93,1644386400,1644444000,1644386400,793,318,0.8,-8.0,final,29,255,-12.2,708,0.0,7.4,15.2,116,29,318,-4.9,703,1012,2779,293.0,1644469200,0.0
