,index,t_dni,max_temp,rh,pres,max_ghi,Date,max_wind_spd,precip_gpm,clouds,max_dhi,max_temp_ts,max_wind_spd_ts,ts,max_dni,max_wind_dir,max_uv,dewpt,revision_status,solar_rad,dni,min_temp,t_solar_rad,precip,wind_spd,wind_gust_spd,ghi,dhi,wind_dir,temp,t_dhi,slp,t_ghi,snow_depth,min_temp_ts,snow
0,0,4581,-25,68,975,320,2022-01-01,2.4,0.0,24,80,1641067200,1641067200,1641016800,708,281,1.8,-33.7,final,70,191,-34.0,1668,0.0,1.5,6.0,70,21,281,-29.7,514,1030,1669,326.0,1641045600,0.0
1,1,4597,-17,68,973,322,2022-01-02,3.7,0.0,23,80,1641160800,1641146400,1641103200,709,191,1.8,-29.1,final,67,192,-35.0,1613,0.0,2.3,7.2,70,21,191,-25.0,515,1028,1680,315.0,1641124800,0.0
2,2,4615,-7,80,969,323,2022-01-03,3.6,0.0,6,81,1641236400,1641193200,1641189600,710,182,1.3,-16.0,final,56,192,-21.0,1352,0.0,1.5,7.2,71,22,182,-13.3,517,1021,1692,305.0,1641189600,0.0
3,3,4633,-6,84,957,325,2022-01-04,4.8,2.0,85,81,1641333600,1641344400,1641276000,711,135,0.6000000000000001,-11.8,final,18,193,-13.0,440,2.0,3.0,10.0,71,22,135,-9.6,520,1008,1706,294.0,1641286800,60.0
4,4,4652,-9,75,965,327,2022-01-05,8.2,5.0,87,81,1641362400,1641398400,1641362400,712,339,0.6000000000000001,-18.6,final,18,194,-22.5,430,5.0,6.6,11.3,72,22,339,-15.3,522,1017,1720,289.0,1641445200,150.0
5,5,4672,-22,69,977,329,2022-01-06,5.5,0.0,8,81,1641499200,1641452400,1641448800,714,300,0.6000000000000001,-30.0,final,19,195,-32.0,455,0.0,3.7,8.0,72,22,300,-26.0,524,1031,1735,313.0,1641528000,0.0
6,6,4694,-13,69,970,331,2022-01-07,6.5,0.0,28,81,1641618000,1641614400,1641535200,715,174,1.6,-29.4,final,38,196,-37.0,903,0.0,3.0,9.7,73,22,174,-25.3,527,1024,1751,305.0,1641560400,0.0
7,7,4716,-4,75,961,333,2022-01-08,8.2,0.0,52,82,1641672000,1641682800,1641621600,717,222,1.1,-14.1,final,53,196,-19.5,1265,0.0,6.5,12.4,74,22,222,-10.4,529,1011,1768,300.0,1641704400,0.0
8,8,4739,-19,67,982,336,2022-01-09,6.9,0.0,23,82,1641758400,1641754800,1641708000,719,285,1.9,-27.2,final,74,197,-28.0,1778,0.0,4.5,11.2,74,22,285,-22.7,532,1036,1786,290.0,1641790800,0.0
9,9,4762,-17,66,985,338,2022-01-10,3.6,0.0,68,82,1641859200,1641862800,1641794400,721,242,1.9,-27.8,final,74,198,-31.0,1772,0.0,2.0,7.2,75,22,242,-23.0,535,1039,1805,283.0,1641823200,0.0
10,10,4787,0,72,966,341,2022-01-11,6.8,0.0,1,82,1641934800,1641938400,1641880800,722,213,1.7000000000000002,-12.9,final,60,199,-18.0,1434,0.0,3.9,10.8,76,22,213,-8.8,537,1016,1825,358.0,1641880800,0.0
11,11,4812,-1,86,967,344,2022-01-12,3.9,0.0,89,83,1641967200,1641967200,1641967200,724,227,1.6,-4.2,final,50,201,-5.0,1205,0.0,1.3,5.6,77,23,227,-2.2,540,1016,1846,348.0,1642042800,0.0
